,VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,SalesToPurchaseRatio,UnitPurchasePrice,OrderSize,StockTurnover,UnsoldInventoryValue
1557,12546,JIM BEAM BRANDS COMPANY,3325,Pinnacle Caramel Apple Vodka,7.4,10.99,750.0,5612.0,41528.80000000012,5538.0,61867.62000000011,40659.76999999934,4363.949999999956,123880.96999999999,20338.819999999992,32.87474126206884,1.489752171986668,7.400000000000022,Large,0.9868139700641483,547.6
1558,10000,MAJESTIC FINE WINES,24286,Kendall Jackson Gr RSV Cab S,14.83,23.99,750.0,2800.0,41523.99999999989,2776.0,64862.24000000013,40752.539999999695,307.76999999999947,17587.59,23338.240000000238,35.98124270762186,1.5620421924670143,14.829999999999961,Large,0.9914285714285714,355.92
1559,480,BACARDI USA INC,4450,Leblon Natural Cane Cachaca,18.51,24.99,750.0,2243.0,41517.92999999995,2230.0,59355.70000000013,41409.50999999975,1757.46,89286.26999999999,17837.77000000018,30.052328588492998,1.4296401578787816,18.509999999999977,Large,0.9942041908158716,240.63000000000002
1560,9819,TREASURY WINE ESTATES,33348,Greg Norman Limestone Shiraz,7.23,11.99,750.0,5738.0,41485.739999999925,5665.0,65359.350000000595,34472.01999999948,630.410000000012,14836.570000000005,23873.61000000067,36.52669434442119,1.575465449091681,7.229999999999987,Large,0.9872777971418613,527.7900000000001
1561,17037,Dunn Wine Brokers,25537,R Stemmler 13 Pnt Nr,11.4,16.99,750.0,3639.0,41484.60000000006,2769.0,47045.30999999984,26062.65999999975,307.7099999999999,358.03000000000003,5560.709999999781,11.819902982889898,1.1340427532144404,11.400000000000016,Large,0.7609233305853257,9918.0
1562,9165,ULTRA BEVERAGE COMPANY LLP,4724,Patron Citronge Lime Liqueur,16.79,20.99,750.0,2468.0,41437.720000000096,2561.0,54521.39000000011,44067.31999999969,2019.5599999999965,68054.70000000003,13083.670000000013,23.99731554899827,1.3157429993735172,16.79000000000004,Large,1.0376823338735819,-1561.47
1563,10000,MAJESTIC FINE WINES,19199,La Crema Pnt Gris Monterey,11.56,16.99,750.0,3584.0,41431.04000000014,3538.0,60306.6200000001,31288.64999999968,393.65000000000174,17587.59,18875.579999999958,31.29934988895071,1.4555903013779015,11.56000000000004,Large,0.9871651785714286,531.76
1564,1587,VINEYARD BRANDS INC,27813,Warre's Warrior Port,9.45,14.99,750.0,4381.0,41400.45000000017,4269.0,61698.31000000016,40328.13999999949,473.31000000000415,6070.089999999999,20297.859999999986,32.89856723790317,1.4902811442870767,9.450000000000038,Large,0.974435060488473,1058.3999999999999
1565,1485,CASTLE BRANDS CORP.,5147,Pallini Limoncello Liqueur,9.44,12.99,375.0,4384.0,41384.95999999982,4264.0,54941.360000000095,38816.01999999945,1670.9299999999766,8497.589999999998,13556.400000000278,24.674307297817627,1.32756827601139,9.439999999999959,Large,0.9726277372262774,1132.8
1566,3960,DIAGEO NORTH AMERICA INC,3498,Baileys Vanilla Cinnamon,14.72,19.99,750.0,2811.0,41377.919999999875,3337.0,68132.63000000046,50757.22000000016,2630.8499999999876,257032.07000000007,26754.71000000058,39.26857072741857,1.646593883887848,14.719999999999956,Large,1.1871220206332267,-7742.72
1567,516,BANFI PRODUCTS CORP,37433,C Y Toro Casillero Carmenere,4.32,9.99,750.0,9565.0,41320.79999999972,9242.0,83915.45999999954,36925.69999999952,1031.0600000000145,8510.410000000002,42594.65999999982,50.75901389326836,2.0308285415577654,4.319999999999971,Large,0.9662310507056978,1395.3600000000001
1568,7153,PINE STATE TRADING CO,2035,Glen Moray Classic Scotch,14.28,19.99,750.0,2893.0,41312.040000000175,2868.0,56156.32000000021,43128.05999999979,2261.1199999999944,15884.819999999998,14844.280000000035,26.4338546400476,1.3593209146776575,14.280000000000062,Large,0.9913584514344971,357.0
1569,9165,ULTRA BEVERAGE COMPANY LLP,3084,Patron Silver Tequila,11.27,14.99,200.0,3662.0,41270.74000000002,3581.0,53679.19000000003,29530.29999999966,752.0099999999989,68054.70000000003,12408.450000000012,23.115941205521178,1.300659741017486,11.270000000000005,Large,0.9778809393773894,912.87
1570,17035,PERNOD RICARD USA,7868,Mumm Cordon Rouge Brut,23.02,38.99,750.0,1790.0,41205.80000000002,1599.0,56628.01000000003,36483.739999999816,177.28999999999962,123780.21999999997,15422.210000000014,27.234243265832593,1.374272796548059,23.02000000000001,Large,0.8932960893854749,4396.82
1571,4425,MARTIGNETTI COMPANIES,44943,Sanford Santa Barbara Chard,10.45,15.99,750.0,3931.0,41078.95000000011,5038.0,80557.62000000042,36776.999999999585,561.4600000000053,144929.24,39478.670000000304,49.006748213266604,1.9610437949363408,10.45000000000003,Large,1.2816077334011702,-11568.15
1572,6785,PALM BAY INTERNATIONAL INC,38131,Principato Pnt Gr Sicilia,6.84,9.99,1500.0,6004.0,41067.36000000059,5993.0,62396.07000000025,29851.369999999508,1341.9100000000153,13605.409999999998,21328.709999999657,34.18277785764323,1.5193591699101026,6.8400000000000984,Large,0.9981678880746169,75.24
1573,12546,JIM BEAM BRANDS COMPANY,3012,Pinnacle Vodka,0.74,0.99,50.0,55458.0,41038.919999999984,55268.0,54715.319999999105,10953.359999998993,2891.030000000006,123880.96999999999,13676.399999999121,24.995558830688267,1.333254383887274,0.7399999999999997,Large,0.996573983915756,140.6
1574,12546,JIM BEAM BRANDS COMPANY,3626,Sauza Extra Gold Tequila,10.39,12.99,750.0,3945.0,40988.5500000001,3904.0,52992.960000000065,41054.74999999944,3078.789999999968,123880.96999999999,12004.409999999967,22.652839169580172,1.2928722777458568,10.390000000000025,Large,0.9896070975918885,425.99
1575,17031,FLAG HILL WINERY & VINEYARD,2202,Karner Blue Gin,23.07,29.99,750.0,1775.0,40949.24999999992,1474.0,44205.25999999989,34098.6299999998,1162.5300000000047,1573.3099999999997,3256.009999999973,7.365661914441812,1.079513299999389,23.069999999999954,Large,0.8304225352112676,6944.07
1576,1392,CONSTELLATION BRANDS INC,6396,Taylor Dry Sherry,5.12,7.79,1500.0,7994.0,40929.280000000435,7942.0,61868.18000000221,40414.52000000167,1770.500000000054,79528.99,20938.900000001777,33.84437686707614,1.5115873037591072,5.120000000000054,Large,0.9934951213410057,266.24
1577,2561,EDRINGTON AMERICAS,2882,Highland Park 18 Yr Single,89.92,139.99,750.0,455.0,40913.59999999996,331.0,43546.689999999944,36622.21999999995,261.1300000000003,9654.500000000002,2633.089999999982,6.0465904526842005,1.0643573286144457,89.91999999999992,Medium,0.7274725274725274,11150.08
1578,9165,ULTRA BEVERAGE COMPANY LLP,2199,St George Terrior Gin,23.61,29.99,750.0,1732.0,40892.52000000002,1466.0,44358.33999999982,34122.7299999998,1155.8800000000047,68054.70000000003,3465.8199999998033,7.813231964946879,1.084754375616856,23.61000000000001,Large,0.8464203233256351,6280.26
1579,4425,MARTIGNETTI COMPANIES,25504,Renwood Clarion Red,7.38,10.99,750.0,5531.0,40818.78000000002,5531.0,60785.690000000075,21254.659999999705,618.3300000000056,144929.24,19966.910000000054,32.8480436760692,1.489159891598917,7.3800000000000034,Large,1.0,0.0
1580,1392,CONSTELLATION BRANDS INC,37792,Blackstone Pnt Nr Monterey,4.63,7.99,750.0,8813.0,40804.190000000024,8641.0,70090.59000000058,29542.68999999937,963.8800000000194,79528.99,29286.400000000554,41.78364028609306,1.7177302134903434,4.630000000000003,Large,0.9804833768296835,796.36
1581,3252,E & J GALLO WINERY,13491,Barefoot Cellars Rsl,7.28,10.99,1500.0,5600.0,40768.00000000027,5128.0,51659.72000000012,24934.609999999746,1147.8000000000097,61966.909999999996,10891.719999999848,21.083583108851197,1.2671634615384562,7.280000000000048,Large,0.9157142857142857,3436.1600000000003
1582,4425,MARTIGNETTI COMPANIES,46424,Hob Nob Pnt Nr VDP D'Oc,6.62,9.99,750.0,6150.0,40713.00000000003,6415.0,63423.85000000005,25567.119999999577,716.3100000000073,144929.24,22710.85000000002,35.808059586417414,1.5578279664971877,6.6200000000000045,Large,1.0430894308943088,-1754.3
1583,9552,M S WALKER INC,29649,St Hilaire Blanc de Blancs,10.13,14.99,750.0,4010.0,40621.30000000007,3904.0,61322.959999999955,29748.369999999675,434.8700000000011,55551.819999999985,20701.659999999887,33.758416097331086,1.5096257382210774,10.130000000000017,Large,0.97356608478803,1073.78
1584,4425,MARTIGNETTI COMPANIES,26557,King Est Pnt Gris Ore,11.4,17.99,750.0,3563.0,40618.19999999992,2808.0,50540.919999999955,29269.799999999726,311.83999999999963,144929.24,9922.720000000038,19.633041899514385,1.244292460030234,11.399999999999977,Large,0.788099915801291,8607.0
1585,9552,M S WALKER INC,4362,Ron Virgin Heavy Bodied Rum,6.05,7.99,1000.0,6712.0,40607.59999999993,6783.0,54196.169999999984,3323.840000000003,7122.150000000002,55551.819999999985,13588.57000000005,25.072934120621536,1.334631202040999,6.04999999999999,Large,1.0105780691299167,-429.55
1586,480,BACARDI USA INC,4404,Bacardi Gold Rum,4.32,5.99,375.0,9389.0,40560.48000000012,9223.0,62791.7700000007,38523.18999999904,3618.230000000025,89286.26999999999,22231.290000000583,35.40478314275953,1.5481022413936056,4.320000000000013,Large,0.9823197358611141,717.12
1587,9165,ULTRA BEVERAGE COMPANY LLP,41940,Lange Willamette Pnt Nr,14.28,22.99,750.0,2838.0,40526.64000000009,2791.0,64029.09000000006,33642.41999999974,310.2899999999996,68054.70000000003,23502.449999999975,36.70589414904999,1.5799259450080225,14.280000000000031,Large,0.9834390415785764,671.16
1588,9552,M S WALKER INC,26427,Latour Pouilly Fuisse,14.19,22.99,750.0,2850.0,40441.49999999987,2766.0,61188.340000000084,30613.14999999976,307.95999999999987,55551.819999999985,20746.840000000215,33.90652532819192,1.513008666839763,14.189999999999953,Large,0.9705263157894737,1191.96
1589,1485,CASTLE BRANDS CORP.,8520,Brady's Irish Cream,12.3,15.99,1750.0,3283.0,40380.900000000016,3177.0,54299.22999999993,34105.06999999964,5838.829999999991,8497.589999999998,13918.329999999914,25.632647092785536,1.3446760721033932,12.300000000000004,Large,0.9677124581175753,1303.8000000000002
1590,480,BACARDI USA INC,802,Bacardi Torched Cherry Rum,7.99,11.99,750.0,5049.0,40341.50999999991,4962.0,57060.380000000114,39933.55999999936,3910.699999999956,89286.26999999999,16718.870000000206,29.30031310692318,1.4144334210593565,7.989999999999982,Large,0.9827688651218063,695.13
1591,3252,E & J GALLO WINERY,35666,Redwood Creek Chard Cal,6.12,9.99,1500.0,6588.0,40318.56000000039,7269.0,72942.31000000043,35404.70999999937,1627.690000000025,61966.909999999996,32623.750000000044,44.72541382360916,1.8091496819330781,6.12000000000006,Large,1.1033697632058288,-4167.72
1592,4425,MARTIGNETTI COMPANIES,19947,Josh Cellars Svgn Bl,8.72,12.99,750.0,4621.0,40295.119999999835,4485.0,63200.150000000125,34055.79999999957,498.62000000000415,144929.24,22905.03000000029,36.24205005842588,1.5684318597388562,8.719999999999965,Large,0.9705691408785977,1185.92
1593,7153,PINE STATE TRADING CO,11196,Angelini Pnt Grigio Veneto,5.88,10.99,750.0,6850.0,40278.00000000016,5697.0,58661.03000000016,31170.81999999948,633.8000000000093,15884.819999999998,18383.03,31.337721141275477,1.4564037439793418,5.880000000000023,Large,0.8316788321167883,6779.64
1594,17035,PERNOD RICARD USA,1036,Jameson Trilogy Pack,29.84,39.99,200.0,1349.0,40254.16000000003,1401.0,56025.99000000002,38430.38999999983,294.2099999999994,123780.21999999997,15771.829999999987,28.150917101152483,1.3918062133205604,29.840000000000025,Medium,1.0385470719051149,-1551.68
1595,480,BACARDI USA INC,4228,Bacardi 8,14.7,19.99,750.0,2736.0,40219.200000000135,2681.0,57553.19000000021,45460.85999999977,2114.069999999996,89286.26999999999,17333.990000000078,30.118208912486022,1.430987936110117,14.700000000000049,Large,0.9798976608187134,808.5
1596,8892,TRINCHERO FAMILY ESTATES,37842,Dona Paula Malbec Mendoza,7.74,12.99,750.0,5192.0,40186.079999999936,5283.0,63343.17000000032,30874.249999999556,588.560000000007,11595.970000000003,23157.090000000382,36.55814825813148,1.5762465510445511,7.739999999999988,Large,1.017526964560863,-704.34
1597,3924,HEAVEN HILL DISTILLERIES,4565,Christian Bros VS Brandy,6.71,10.49,750.0,5981.0,40132.509999999886,5916.0,57242.33999999998,40954.72999999922,4663.229999999921,14069.869999999995,17109.830000000096,29.890165216865878,1.426333413982832,6.709999999999981,Large,0.9891322521317505,436.15
1598,4425,MARTIGNETTI COMPANIES,25728,Chappellet Signature Cab Svg,37.49,56.99,750.0,1068.0,40039.31999999998,879.0,50550.209999999934,24679.719999999932,97.78999999999985,144929.24,10510.889999999956,20.7929699995311,1.2625141985428314,37.48999999999998,Medium,0.8230337078651685,7085.610000000001
1599,4425,MARTIGNETTI COMPANIES,37984,Barone Fini Pnt Gr Valdadige,7.58,10.99,750.0,5282.0,40037.5599999998,5401.0,59976.99000000022,29556.419999999547,601.5400000000075,144929.24,19939.430000000422,33.245132841778734,1.4980181109937898,7.579999999999963,Large,1.0225293449450965,-902.02
1600,1392,CONSTELLATION BRANDS INC,35471,R M Woodbridge Pnt Grigio,3.35,7.99,750.0,11941.0,40002.34999999983,11342.0,66622.70000000048,24285.3999999994,1268.100000000017,79528.99,26620.350000000646,39.95687656009206,1.6654696536578666,3.349999999999986,Large,0.9498366970940457,2006.65
1601,4425,MARTIGNETTI COMPANIES,18642,Yellow Tail Pink Moscato,5.81,9.99,1500.0,6866.0,39891.46000000031,6784.0,66912.7200000007,33255.23999999995,1518.0100000000198,144929.24,27021.260000000388,40.382844995690064,1.6773695422529076,5.810000000000046,Large,0.9880570929216429,476.41999999999996
1602,9165,ULTRA BEVERAGE COMPANY LLP,426,Crystal Head Vodka,6.29,7.99,50.0,6342.0,39891.17999999993,6835.0,54611.64999999997,27485.599999999424,350.9299999999952,68054.70000000003,14720.470000000045,26.954816417376243,1.369015657095129,6.2899999999999885,Large,1.0777357300536108,-3100.97
1603,6785,PALM BAY INTERNATIONAL INC,6658,Ch de la Chaize Brouilly,11.03,15.99,750.0,3616.0,39884.48000000004,3836.0,42582.63999999977,16852.87999999978,428.6400000000016,13605.409999999998,2698.159999999727,6.33629103315281,1.0676493713845516,11.030000000000012,Large,1.0608407079646018,-2426.6
1604,8892,TRINCHERO FAMILY ESTATES,15548,Seaglass Chard,6.07,8.99,750.0,6566.0,39855.61999999979,6360.0,57176.40000000004,27886.97999999948,708.4700000000113,11595.970000000003,17320.780000000246,30.293582666974896,1.4345881459126801,6.069999999999968,Large,0.9686262564727384,1250.42
1605,516,BANFI PRODUCTS CORP,17967,Banfi Principessa Gavia Gav,8.96,12.99,750.0,4445.0,39827.19999999989,4362.0,62798.380000000165,30337.00999999964,485.6700000000041,8510.410000000002,22971.180000000277,36.57925570691508,1.576771151373944,8.959999999999974,Large,0.9813273340832396,743.6800000000001
1606,8112,MOET HENNESSY USA INC,4683,Hennessy VS Cognac,2.96,3.79,50.0,13453.0,39820.87999999997,12569.0,49984.70999999923,21959.96999999915,647.6699999999992,48347.26,10163.82999999926,20.33387809992179,1.2552387089386088,2.9599999999999977,Large,0.9342897494982532,2616.64
1607,17035,PERNOD RICARD USA,5780,Malibu Black,10.44,14.99,750.0,3814.0,39818.15999999984,3775.0,53854.25000000018,44174.0599999997,2977.11999999997,123780.21999999997,14036.090000000338,26.063105511636113,1.3525047365322855,10.439999999999959,Large,0.9897745149449397,407.15999999999997
1608,3960,DIAGEO NORTH AMERICA INC,8101,Tanqueray,1.47,1.99,50.0,27081.0,39809.06999999998,27111.0,53950.88999999903,16805.549999998857,1409.8200000000338,257032.07000000007,14141.819999999054,26.21239427190044,1.3552411548423278,1.469999999999999,Large,1.0011077877478676,-44.1
1609,1128,BROWN-FORMAN CORP,2871,Woodford Reserve Rye,33.59,41.99,750.0,1185.0,39804.15000000011,1075.0,41211.249999999825,33269.32999999985,847.5599999999995,68601.68000000001,1407.0999999997148,3.414358943249042,1.035350585303284,33.590000000000096,Medium,0.9071729957805907,3694.9000000000005
1610,8892,TRINCHERO FAMILY ESTATES,47090,Napa Cellars Cab Svgn Napa,15.58,23.99,750.0,2553.0,39775.73999999989,2504.0,60070.960000000065,34713.529999999744,278.1099999999996,11595.970000000003,20295.220000000176,33.78540978869017,1.5102411671033709,15.579999999999956,Large,0.9808068938503721,763.42
1611,8320,SHAW ROSS INT L IMP LTD,19150,Esclans Whispering Angel Ros,14.66,21.99,750.0,2713.0,39772.5799999999,2489.0,50890.11000000001,14040.209999999923,278.7400000000001,3151.9200000000014,11117.530000000108,21.84615046027628,1.2795275036218454,14.659999999999963,Large,0.9174345742720236,3283.84
1612,1392,CONSTELLATION BRANDS INC,39708,R Mondavi Pvt Sln Pnt Grigio,4.72,7.99,750.0,8426.0,39770.71999999983,7572.0,63447.97999999959,29222.889999999257,843.930000000014,79528.99,23677.259999999762,37.31759466574021,1.5953440118760702,4.719999999999979,Large,0.8986470448611441,4030.8799999999997
1613,9165,ULTRA BEVERAGE COMPANY LLP,25531,BR Cohn Silver Cab Svgn Snm,15.68,24.99,750.0,2535.0,39748.80000000008,2408.0,50490.91999999977,24256.439999999813,268.28999999999985,68054.70000000003,10742.11999999969,21.275350102552572,1.2702501710743386,15.680000000000033,Large,0.9499013806706115,1991.36
1614,9165,ULTRA BEVERAGE COMPANY LLP,4447,Patron XO Cafe Dark Cocoa,20.63,25.99,750.0,1926.0,39733.37999999993,1942.0,50823.580000000096,35677.35999999975,1531.2200000000016,68054.70000000003,11090.200000000164,21.82097365042003,1.2791154439919328,20.629999999999963,Large,1.008307372793354,-330.08
1615,480,BACARDI USA INC,6638,M & R Asti,16.23,24.99,1500.0,2442.0,39633.66000000001,2370.0,59226.30000000002,41133.53999999976,527.5799999999987,89286.26999999999,19592.640000000007,33.080979227133895,1.4943434444358659,16.230000000000004,Large,0.9705159705159705,1168.56
1616,3960,DIAGEO NORTH AMERICA INC,2722,J & B Rare,17.59,21.99,750.0,2252.0,39612.68000000016,2556.0,56206.44000000006,44199.89999999969,2015.52,257032.07000000007,16593.7599999999,29.52288029627901,1.418900210740597,17.59000000000007,Large,1.1349911190053286,-5347.36
1617,9165,ULTRA BEVERAGE COMPANY LLP,13979,Jos Phelps Pnt Nr,22.87,34.99,750.0,1730.0,39565.1000000001,1668.0,58363.320000000065,33555.40999999983,185.30999999999977,68054.70000000003,18798.219999999965,32.20896275263289,1.4751212558542734,22.870000000000058,Large,0.9641618497109826,1417.94
1618,4425,MARTIGNETTI COMPANIES,16380,Duboeuf Bjls Nouveau 2014,4.69,6.99,750.0,8431.0,39541.38999999999,7711.0,84743.89000000025,10814.159999999905,866.3400000000029,144929.24,45202.500000000255,53.34012871016438,2.1431692209100457,4.6899999999999995,Large,0.9146008777132013,3376.8
1619,17035,PERNOD RICARD USA,7969,Sandeman Founders RSV Port,9.03,15.99,750.0,4370.0,39461.10000000017,4381.0,66311.19000000041,48118.329999999936,484.57000000000545,123780.21999999997,26850.090000000237,40.49103929517789,1.6804191976402107,9.03000000000004,Large,1.0025171624713958,-99.33
1620,8673,STE MICHELLE WINE ESTATES,41143,Red Diamond Cab Svgn Wash,5.26,11.99,750.0,7492.0,39407.920000000115,7341.0,63165.150000000554,27336.809999999765,818.8600000000135,15919.700000000003,23757.23000000044,37.611293569318256,1.6028541978363835,5.260000000000015,Large,0.9798451681793914,794.26
1621,653,STATE WINE & SPIRITS,25539,Three Knights Svgn Bl,7.09,10.49,750.0,5556.0,39392.04000000014,5501.0,54954.98999999998,18891.089999999727,615.4100000000058,8014.98,15562.949999999844,28.31944833399087,1.3950785488641815,7.090000000000025,Large,0.990100791936645,389.95
